config_name,noise_threshold,buy_rule,sell_rule,stop_loss_pct,take_profit_pct,max_holding_days,decisions_count,hold_count,buy_count,sell_count,operations_count,trades_count,initial_balance,final_balance,total_return_pct,sharpe_ratio,max_drawdown_pct,win_rate_pct,total_fees,avg_trade_result,model_rmse,model_mae,model_mape,open_position_amount
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.03__tp0.08__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.03,0.08,20,365,299,33,33,66,33,10000,10185.93,1.859314,0.972323,1.008462,48.484848,0,5.63428378,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.05__tp0.04__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.05,0.04,10,365,301,32,32,64,32,10000,10184.93,1.849325,1.018459,1.098483,53.125,0,5.77914037,2107.69756314,1537.91571758,1.56150688,0
nt0.00025__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.05__tp0.04__hold20,0.00025,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.05,0.04,20,365,276,45,44,89,44,10000,10179.79,1.797879,0.975336,1.183417,56.818182,0,4.0860893,2107.69756314,1537.91571758,1.56150688,0.01292854
nt0.00025__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.05__tp0.04__hold30,0.00025,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.05,0.04,30,365,276,45,44,89,44,10000,10179.79,1.797879,0.975336,1.183417,56.818182,0,4.0860893,2107.69756314,1537.91571758,1.56150688,0.01292854
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.05__tp0.06__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.05,0.06,20,365,301,32,32,64,32,10000,10173.82,1.738236,0.852275,1.116577,50,0,5.43198766,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.05__tp0.06__hold30,0.001,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.05,0.06,30,365,301,32,32,64,32,10000,10173.82,1.738236,0.852275,1.116577,50,0,5.43198766,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.03__tp0.08__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.03,0.08,10,365,297,34,34,68,34,10000,10169.75,1.697518,0.895068,1.165702,47.058824,0,4.99269988,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.03__tp0.08__hold30,0.001,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.03,0.08,30,365,301,32,32,64,32,10000,10169.14,1.691377,0.877451,1.17167,46.875,0,5.28555335,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.05__tp0.06__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.05,0.06,10,365,301,32,32,64,32,10000,10162.31,1.62305,0.787981,1.214001,50,0,5.07203203,2107.69756314,1537.91571758,1.56150688,0
nt0.00025__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.06__hold10,0.00025,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.06,10,365,270,48,47,95,47,10000,10156.94,1.569356,0.904535,0.805354,44.680851,0,3.33905484,2107.69756314,1537.91571758,1.56150688,0.01289951
nt0.00025__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.06__hold20,0.00025,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.06,20,365,270,48,47,95,47,10000,10156.94,1.569356,0.904535,0.805354,44.680851,0,3.33905484,2107.69756314,1537.91571758,1.56150688,0.01289951
nt0.00025__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.06__hold30,0.00025,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.06,30,365,270,48,47,95,47,10000,10156.94,1.569356,0.904535,0.805354,44.680851,0,3.33905484,2107.69756314,1537.91571758,1.56150688,0.01289951
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.05__tp0.04__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.05,0.04,20,365,301,32,32,64,32,10000,10147.97,1.479707,0.838186,1.098483,53.125,0,4.62408429,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.05__tp0.04__hold30,0.001,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.05,0.04,30,365,301,32,32,64,32,10000,10147.97,1.479707,0.838186,1.098483,53.125,0,4.62408429,2107.69756314,1537.91571758,1.56150688,0
nt0.00075__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.08__hold10,0.00075,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.08,10,365,286,40,39,79,39,10000,10143.13,1.431268,0.90434,0.797603,48.717949,0,3.66991714,2107.69756314,1537.91571758,1.56150688,0.01288198
nt0.00075__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.08__hold20,0.00075,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.08,20,365,286,40,39,79,39,10000,10143.13,1.431268,0.90434,0.797603,48.717949,0,3.66991714,2107.69756314,1537.91571758,1.56150688,0.01288198
nt0.00075__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.08__hold30,0.00075,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.08,30,365,286,40,39,79,39,10000,10143.13,1.431268,0.90434,0.797603,48.717949,0,3.66991714,2107.69756314,1537.91571758,1.56150688,0.01288198
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.02__tp0.04__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish,0.02,0.04,10,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.02__tp0.04__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish,0.02,0.04,20,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.02__tp0.04__hold30,0.001,forecast_only,negative_forecast_or_ema_bearish,0.02,0.04,30,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.02__tp0.06__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish,0.02,0.06,10,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.02__tp0.06__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish,0.02,0.06,20,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.02__tp0.06__hold30,0.001,forecast_only,negative_forecast_or_ema_bearish,0.02,0.06,30,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.02__tp0.08__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish,0.02,0.08,10,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.02__tp0.08__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish,0.02,0.08,20,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.02__tp0.08__hold30,0.001,forecast_only,negative_forecast_or_ema_bearish,0.02,0.08,30,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.03__tp0.04__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish,0.03,0.04,10,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.03__tp0.04__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish,0.03,0.04,20,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.03__tp0.04__hold30,0.001,forecast_only,negative_forecast_or_ema_bearish,0.03,0.04,30,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.03__tp0.06__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish,0.03,0.06,10,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.03__tp0.06__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish,0.03,0.06,20,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.03__tp0.06__hold30,0.001,forecast_only,negative_forecast_or_ema_bearish,0.03,0.06,30,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.03__tp0.08__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish,0.03,0.08,10,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.03__tp0.08__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish,0.03,0.08,20,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.03__tp0.08__hold30,0.001,forecast_only,negative_forecast_or_ema_bearish,0.03,0.08,30,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.05__tp0.04__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish,0.05,0.04,10,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.05__tp0.04__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish,0.05,0.04,20,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.05__tp0.04__hold30,0.001,forecast_only,negative_forecast_or_ema_bearish,0.05,0.04,30,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.05__tp0.06__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish,0.05,0.06,10,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.05__tp0.06__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish,0.05,0.06,20,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.05__tp0.06__hold30,0.001,forecast_only,negative_forecast_or_ema_bearish,0.05,0.06,30,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.05__tp0.08__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish,0.05,0.08,10,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.05__tp0.08__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish,0.05,0.08,20,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.05__tp0.08__hold30,0.001,forecast_only,negative_forecast_or_ema_bearish,0.05,0.08,30,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.05__tp0.08__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.05,0.08,20,365,303,31,31,62,31,10000,10132.06,1.320578,0.63626,1.523441,51.612903,0,4.25992873,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.05__tp0.08__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.05,0.08,10,365,301,32,32,64,32,10000,10130.23,1.302304,0.635505,1.347525,50,0,4.06969993,2107.69756314,1537.91571758,1.56150688,0
nt0.00075__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.06__hold10,0.00075,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.06,10,365,282,42,41,83,41,10000,10105.76,1.057639,0.703273,0.797603,46.341463,0,2.57960724,2107.69756314,1537.91571758,1.56150688,0.01283453
nt0.00075__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.06__hold20,0.00075,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.06,20,365,282,42,41,83,41,10000,10105.76,1.057639,0.703273,0.797603,46.341463,0,2.57960724,2107.69756314,1537.91571758,1.56150688,0.01283453
nt0.00075__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.06__hold30,0.00075,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.06,30,365,282,42,41,83,41,10000,10105.76,1.057639,0.703273,0.797603,46.341463,0,2.57960724,2107.69756314,1537.91571758,1.56150688,0.01283453
nt0.00075__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.03__tp0.06__hold20,0.00075,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.03,0.06,20,365,286,40,39,79,39,10000,10102.03,1.020263,0.578154,0.897303,51.282051,0,2.61605877,2107.69756314,1537.91571758,1.56150688,0.01282978
nt0.00075__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.03__tp0.06__hold30,0.00075,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.03,0.06,30,365,286,40,39,79,39,10000,10102.03,1.020263,0.578154,0.897303,51.282051,0,2.61605877,2107.69756314,1537.91571758,1.56150688,0.01282978
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.04__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.04,10,365,293,36,36,72,36,10000,10101.17,1.011706,0.724481,0.797603,41.666667,0,2.81029422,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.04__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.04,20,365,293,36,36,72,36,10000,10101.17,1.011706,0.724481,0.797603,41.666667,0,2.81029422,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.04__hold30,0.001,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.04,30,365,293,36,36,72,36,10000,10101.17,1.011706,0.724481,0.797603,41.666667,0,2.81029422,2107.69756314,1537.91571758,1.56150688,0
nt0.00075__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.05__tp0.08__hold30,0.00075,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.05,0.08,30,365,298,34,33,67,33,10000,10100.69,1.006852,0.489545,1.116577,57.575758,0,3.05106528,2107.69756314,1537.91571758,1.56150688,0.01282808
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.08__hold10,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.08,10,365,279,43,43,86,43,10000,10097.67,0.976733,0.60491,0.805354,46.511628,0,2.27147221,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.08__hold20,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.08,20,365,279,43,43,86,43,10000,10097.67,0.976733,0.60491,0.805354,46.511628,0,2.27147221,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.08__hold30,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.08,30,365,279,43,43,86,43,10000,10097.67,0.976733,0.60491,0.805354,46.511628,0,2.27147221,2107.69756314,1537.91571758,1.56150688,0
nt0.00075__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.03__tp0.06__hold10,0.00075,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.03,0.06,10,365,288,39,38,77,38,10000,10097.24,0.972445,0.539969,1.0488,52.631579,0,2.55906455,2107.69756314,1537.91571758,1.56150688,0.01282371
nt0.00075__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.03__tp0.08__hold20,0.00075,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.03,0.08,20,365,290,38,37,75,37,10000,10091.03,0.910343,0.495463,0.974027,54.054054,0,2.46038562,2107.69756314,1537.91571758,1.56150688,0.01281582
nt0.00075__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.03__tp0.04__hold10,0.00075,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.03,0.04,10,365,286,40,39,79,39,10000,10084.15,0.841495,0.537151,0.982284,53.846154,0,2.15768068,2107.69756314,1537.91571758,1.56150688,0.01280707
nt0.00075__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.03__tp0.04__hold20,0.00075,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.03,0.04,20,365,286,40,39,79,39,10000,10084.15,0.841495,0.537151,0.982284,53.846154,0,2.15768068,2107.69756314,1537.91571758,1.56150688,0.01280707
